Name,Address,City,Rabbi,Affiliation,Phone,Email,Website,Social_Media,Shacharit,Mincha,Maariv,Shabbat,Sunday,Weekday,Kosher_Info,Parking,Accessibility,Additional_Info,URL,Data_Quality_Score,Is_Chabad,Is_Young_Israel,Is_Sephardic,Has_Address,State,Has_Zip
Sharei Tzion Moshiach Center,"17395 N Bay Rd, Sunny Isles Beach, FL 33160, USA",Sunny Isles Beach,Rabbi  Dovid Cohen,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21682/sharei-tzion-moshiach-center,3,No,No,No,Yes,FL,No
Young Israel Of Sunny Isles (North Miami Beach),"17395 N Bay Rd, Sunny Isles Beach, FL 33160, USA",Sunny Isles Beach,Rabbi  Moshe Maeir Haber,Modern Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1230/young-israel-of-sunny-isles-(north-miami-beach),3,No,Yes,No,Yes,FL,No
Rashbi Jewish Congregation Of Sunrise,"10082 W Oakland Park Blvd, Sunrise, FL 33351, USA",Sunrise,Rabbi  Daniel Shahino,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8167/rashbi-jewish-congregation-of-sunrise,3,No,No,No,Yes,FL,No
Rashbi Synagogue,"10082 W Oakland Park Blvd, Sunrise, FL 33351, USA",Sunrise,Rabbi  Daniel Shahino,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8146/rashbi-synagogue,3,No,No,No,Yes,FL,No
Hechal Shalom Or Oziel Sephardic Congregation,"310 95th St, Surfside, FL 33154, USA",Surfside,,Sephardi,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/4334/hechal-shalom-or-oziel-sephardic-congregation,2,No,No,Yes,Yes,FL,No
Magen David Congregation Of Surfside,"9348 Harding Ave, Surfside, FL 33154, USA",Surfside,Rabbi  Gavriel Koskas,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/6259/magen-david-congregation-of-surfside,3,No,No,No,Yes,FL,No
The Sephardic Center,"9524 Abbott Ave, Surfside, FL 33154, USA",Surfside,,Sephardi,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24468/the-sephardic-center,2,No,No,Yes,Yes,FL,No
The Shul Of Bal Harbour (Nusach Ari Minyan),"9540 Collins Ave, Surfside, FL 33154, USA",Surfside,Rabbi  Sholom Lipskar,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1178/the-shul-of-bal-harbour-(nusach-ari-minyan),3,No,No,No,Yes,FL,No
The Shul Of Bal Harbour (Sephardic Minyan),"9540 Collins Ave, Surfside, FL 33154, USA",Surfside,Rabbi  Shea Rubinstein,Sephardi,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3357/the-shul-of-bal-harbour-(sephardic-minyan),3,No,No,Yes,Yes,FL,No
The Surfside Minyan,"8846 Harding Ave, Surfside, FL 33154, USA",Surfside,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24020/the-surfside-minyan,2,No,No,No,Yes,FL,No
Young Israel Of Bal Harbour,"9580 Abbott Ave, Surfside, FL 33154, USA",Surfside,Rabbi  Moshe Grunstein,Modern Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2449/young-israel-of-bal-harbour,3,No,Yes,No,Yes,FL,No
Bais Chaya,"8100 N University Dr, Tamarac, FL 33321, USA",Tamarac,Rabbi  Moshe Rabin,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19899/bais-chaya,3,No,No,No,Yes,FL,No
Chabad Of Tamarac,"8100 N University Dr, Tamarac, FL 33321, USA",Tamarac,Rabbi  Mendy Engel,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/8178/chabad-of-tamarac,3,Yes,No,No,Yes,FL,No
Temple Beth Torah Sha'Ray Tzedek,"5700 NW 94th Ave, Tamarac, FL 33321, USA",Tamarac,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/16595/temple-beth-torah-sha'ray-tzedek,2,No,No,No,Yes,FL,No
Anshei Lubavitch,"13207 N 52nd St, Tampa, FL 33617, USA",Tampa,Rabbi  Uriel Rivkin,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19903/anshei-lubavitch,3,Yes,No,No,Yes,FL,No
Bais Tefilah (Chabad Lubavitch),"14908 Pennington Rd, Tampa, FL 33624, USA",Tampa,Rabbi  Yossie Dubrowski,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3998/bais-tefilah-(chabad-lubavitch),3,Yes,No,No,Yes,FL,No
Chabad Of Tampa Bay,"14908 Pennington Rd, Tampa, FL 33624, USA",Tampa,Rabbi   Dubrowski,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/18927/chabad-of-tampa-bay,3,Yes,No,No,Yes,FL,No
Young Israel Of Tampa,"13207 N 52nd St, Tampa, FL 33617, USA",Tampa,Rabbi  Uriel Rivkin,Modern Orthodox,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/845/young-israel-of-tampa,3,No,Yes,No,Yes,FL,No
Tampa Kollel,"5209 Tampa Palms Blvd, Tampa Palms, FL 33647, USA",Tampa Palms,Rabbi  Yossef Stulberger,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23797/tampa-kollel,3,No,No,No,Yes,FL,No
Chabad Of Jupiter,"1209 Main St, Jupiter, FL 33458, USA",Town Center,Rabbi  Berel Barash,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3093/chabad-of-jupiter,3,Yes,No,No,Yes,FL,No
Chabad Of Gainesville Florida,"2021 NW 5th Ave, Gainesville, FL 32603, USA",University Park,Rabbi  Berl Goldman,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/11010/chabad-of-gainesville-florida,3,Yes,No,No,Yes,FL,No
Chabad Of The Venetian And Sunset Islands,"14 Farrey Ln, Miami Beach, FL 33139, USA",Venetian Islands,Rabbi  Shmuel Mann,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/2742/chabad-of-the-venetian-and-sunset-islands,3,Yes,No,No,Yes,FL,No
Chabad Of Venice & North Port,"21560 Angela Ln, Venice, FL 34293, USA",Venice,Rabbi  Sholom Ber Schmerling,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/7145/chabad-of-venice-&-north-port,3,Yes,No,No,Yes,FL,No
Downtown Jewish Center Chabad,"900 E Broward Blvd, Fort Lauderdale, FL 33301, USA",Victoria Park,Rabbi  Schneur Kaplan,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/19664/downtown-jewish-center-chabad,3,Yes,No,No,Yes,FL,No
Chabad Of Coral Springs  Fl,"3925 N University Dr, Coral Springs, FL 33065, USA",Village Green,Rabbi  Yossie Denburg  Avraham Friedman,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1589/chabad-of-coral-springs--fl,3,Yes,No,No,Yes,FL,No
Chabad Of Delray Beach,"7495 W Atlantic Ave, Delray Beach, FL 33446, USA",Villages of Oriole,Rabbi   Korf,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/3560/chabad-of-delray-beach,3,Yes,No,No,Yes,FL,No
Delray Torah Center,"7273 W Atlantic Ave, Delray Beach, FL 33446, USA",Villages of Oriole,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24921/delray-torah-center-,2,No,No,No,Yes,FL,No
Chabad Jewish Center In Wellington,"13860 Wellington Trace, Wellington, FL 33414, USA",Wellington,Rabbi  Rabbi  Mendy Muskal,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/1532/chabad-jewish-center-in-wellington,3,Yes,No,No,Yes,FL,No
Chabad Of West Palm Beach,"2112 N Jog Rd, West Palm Beach, FL 33411, USA",West Palm Beach,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/21180/chabad-of-west-palm-beach,2,Yes,No,No,Yes,FL,No
Congregation Aitz Chaim,"2518 Haverhill Rd, West Palm Beach, FL 33417, USA",West Palm Beach,Rabbi  Shaya Richmond,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/4378/congregation-aitz-chaim,3,No,No,No,Yes,FL,No
Chabad Weston,"18501 Tequesta Trace Park Ln, Weston, FL 33326, USA",Weston,,Chabad,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/18599/chabad-weston,2,Yes,No,No,Yes,FL,No
Ahavas Hashem Of Tampa Bay,"5414 Salt Plains Ct, Wimauma, FL 33598, USA",Wimauma,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/24526/ahavas-hashem-of-tampa-bay,2,No,No,No,Yes,FL,No
"Windsor At Westside, Orlando, Florida","7664 Comrow St, Kissimmee, FL 34747, USA",Windsor Hills,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/21522/windsor-at-westside,-orlando,-florida",2,No,No,No,Yes,FL,No
"Windsor Hills, Orlando, Fl","2600 N Old Lake Wilson Rd, Kissimmee, FL 34747, USA",Windsor Hills,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,"https://www.godaven.com/shul-details/21530/windsor-hills,-orlando,-fl",2,No,No,No,Yes,FL,No
Legoland Chiyuv Needs,"1 Legoland Way, Winter Haven, FL 33884, USA",Winter Haven,,Unknown,,,,,,,,,,,,,,Refresh page Refresh page Refresh page,https://www.godaven.com/shul-details/23332/legoland-chiyuv-needs,2,No,No,No,Yes,FL,No
